Cell id,Predicted_sensitive_DEG_score,Predicted_resistant_DEG_score,Ground_truth_sensitive_DEG_score,Ground_truth_resistant_DEG_score,Prediction
RPI1_A3,-0.203556666,1.109897691,-2.7263637,14.205806,Resistant
RPI1_A4,-0.131909579,1.048747528,-2.200808,10.421614,Resistant
RPI1_A5,-0.180627935,0.994504328,-1.2736363,5.7885485,Resistant
RPI1_A6,-0.24521012,1.115945117,-3.4923232,16.025484,Resistant
RPI1_A7,-0.238544107,1.205736051,-2.2366667,13.07016,Resistant
RPI1_A8,-0.379575212,1.066753836,-2.099394,8.2875805,Resistant
RPI1_A9,-0.119398916,1.058046674,-1.3525252,5.8824196,Resistant
RPI1_A10,-0.233082236,1.030883337,-2.8764646,12.3598385,Resistant
RPI1_A11,-0.348931471,1.049403864,-3.100101,14.301935,Resistant
RPI1_A12,-0.336591456,1.099752033,-2.8055556,13.587258,Resistant
RPI1_A13,-0.205732253,1.098864663,-1.5038384,8.536774,Resistant
RPI1_A14,-0.211859844,1.138143526,-4.062828,22.630161,Resistant
RPI1_A15,-0.209891525,1.156596215,-2.1733332,11.877096,Resistant
RPI1_A16,-0.311099422,1.091974394,-4.367576,22.886776,Resistant
RPI1_A18,-0.258218281,1.114655636,-2.669091,14.680485,Resistant
RPI1_A19,-0.148234262,1.024588523,-1.2526263,5.3403225,Resistant
RPI1_A20,-0.130753577,1.163353974,-2.0361614,14.019032,Resistant
RPI1_A21,-0.223226599,1.010857293,-1.6887879,9.046936,Resistant
RPI1_A22,0.070267359,0.64720028,0.06232323,0.16758065,Resistant
RPI1_B1,-0.184477162,1.122110078,-1.9795959,11.070968,Resistant
RPI1_B2,-0.280637671,1.158121757,-2.4627273,11.893226,Resistant
RPI1_B3,-0.118221029,0.882605481,-2.2810102,9.511129,Resistant
RPI1_B4,-0.230516317,1.081955467,-1.8723232,8.941612,Resistant
RPI1_B5,-0.361547822,1.116668505,-1.8693941,10.8901615,Resistant
RPI1_B7,-0.265067967,1.179986516,-2.188283,12.050644,Resistant
RPI1_B8,-0.323567427,1.019660911,-2.67101,11.645645,Resistant
RPI1_B9,0.121002776,0.374624181,-0.032828283,0.1116129,Resistant
RPI1_B10,-0.238530335,1.066869522,-2.642424,12.975323,Resistant
RPI1_B11,-0.158490421,1.04495926,-2.1445456,10.888226,Resistant
RPI1_B12,-0.285729522,0.967967599,-4.070505,17.339031,Resistant
RPI1_B13,-0.176555226,1.02410148,-1.8076768,9.290162,Resistant
RPI1_B14,-0.248529086,1.02420328,-2.660303,11.855,Resistant
RPI1_B16,-0.13366868,1.03513626,-2.2140403,13.060805,Resistant
RPI1_B17,-0.207346648,1.056200959,-1.6085858,7.76,Resistant
RPI1_B18,0.010163461,0.521882208,-0.19989899,0.78161293,Resistant
RPI1_B19,-0.100525227,1.258475951,-1.1546464,7.187742,Resistant
RPI1_B20,-0.268059591,1.02272895,-1.8514142,7.92371,Resistant
RPI1_B21,-0.304018252,1.22659097,-1.8556566,8.788064,Resistant
RPI1_B22,-0.311537581,1.182830582,-2.1363637,10.968548,Resistant
RPI1_B23,-0.053881946,0.084056281,-0.027777778,0.063709676,Resistant
RPI1_B24,-0.136190313,1.07135272,-1.320101,8.636774,Resistant
RPI1_C1,0.286928271,0.645955544,0.16767675,1.8103225,Sensitive
RPI1_C2,-0.30599436,1.097371074,-1.7285858,8.5,Resistant
RPI1_C3,-0.154511894,0.833430055,-2.138788,8.90984,Resistant
RPI1_C4,-0.139026101,0.986144681,-1.6383839,10.055484,Resistant
RPI1_C5,-0.285472617,1.171046643,-2.6945455,15.458872,Resistant
RPI1_C6,-0.143780385,0.835137825,-1.8821213,8.146774,Resistant
RPI1_C8,-0.238082009,1.041121826,-2.3676767,10.665323,Resistant
RPI1_C9,-0.034554149,0.445772883,-0.01787879,0.18354839,Resistant
RPI1_C10,-0.302582165,1.00871758,-1.3267677,7.759678,Resistant
RPI1_C11,-0.018449103,1.084190884,-1.8572727,11.015968,Resistant
RPI1_C12,-0.096632477,1.115249209,-1.7378788,10.047742,Resistant
RPI1_C13,-0.261431365,0.992329653,-2.6578789,10.107258,Resistant
RPI1_C14,-0.248033414,0.975120246,-2.4969697,11.721935,Resistant
RPI1_C15,-0.199400419,1.060901938,-3.3101008,16.455967,Resistant
RPI1_C16,-0.232786224,1.012160985,-1.62,7.349516,Resistant
RPI1_C17,-0.172826998,0.912326862,-2.0363636,10.409355,Resistant
RPI1_C18,-0.295122061,1.131638204,-1.8354545,9.537096,Resistant
RPI1_C19,-0.195711755,1.046258265,-1.540606,8.851935,Resistant
RPI1_C20,-0.022801562,0.259604359,-0.032828283,0.031451613,Resistant
RPI1_C21,-0.272711039,1.001482171,-2.1339395,11.409516,Resistant
RPI1_C22,-0.111652109,0.950769968,-2.3381817,10.08371,Resistant
RPI1_C23,-0.368077518,1.166984634,-3.2133331,15.210323,Resistant
RPI1_C24,-0.304794488,1.074428645,-2.5477777,12.531937,Resistant
RPI1_D1,-0.231319379,1.198109914,-2.2927272,9.883387,Resistant
RPI1_D2,-0.391554326,0.784836157,-2.4070706,8.865968,Resistant
RPI1_D3,-0.258384792,0.978143,-1.7586869,6.3451614,Resistant
RPI1_D4,-0.050429123,0.928600938,-1.149192,5.098549,Resistant
RPI1_D5,-0.183838499,1.113272503,-2.911212,14.6948395,Resistant
RPI1_D6,-0.224542702,0.940845469,-1.5372727,6.3659678,Resistant
RPI1_D7,-0.214905116,0.993955594,-1.9920201,8.086128,Resistant
RPI1_D8,-0.259665792,1.039796408,-2.4858584,14.24984,Resistant
RPI1_D9,-0.300542988,1.03925904,-2.1626263,9.925161,Resistant
RPI1_D10,-0.070975332,1.02690508,-1.2119192,5.625645,Resistant
RPI1_D11,-0.27408265,1.092408702,-1.7198989,9.813871,Resistant
RPI1_D12,-0.222625711,0.93356745,-4.81404,18.285,Resistant
RPI1_D13,-0.048403143,0.247402741,-0.032828283,0.107419364,Sensitive
RPI1_D14,-0.178100326,0.970269776,-1.2367678,5.9096775,Resistant
RPI1_D15,-0.336149049,0.930828208,-2.1839395,9.0317745,Resistant
RPI1_D16,-0.088691218,1.017511569,-1.4958587,9.324354,Resistant
RPI1_D17,0.343839254,0.416069989,0.006969694,0.123548396,Sensitive
RPI1_D18,-0.191645559,0.987757098,-2.821212,13.19871,Resistant
RPI1_D19,-0.146025806,0.985606381,-1.5182829,7.610162,Resistant
RPI1_D20,-0.184668638,1.053501128,-1.8251514,9.109516,Resistant
RPI1_D21,-0.055612426,0.872493948,-1.8545455,9.397581,Resistant
RPI1_D22,-0.194468332,0.954407655,-3.259192,13.38516,Resistant
RPI1_E1,0.874039222,0.410168152,1.0493939,2.9058063,Sensitive
RPI1_E2,0.645296149,0.334353452,1.77,5.214355,Sensitive
RPI1_E4,0.418093668,0.486181441,0.24575758,3.730484,Sensitive
RPI1_E5,0.719133347,0.554601113,0.9196968,7.110645,Sensitive
RPI1_E6,0.609296842,0.565613247,1.3884847,4.4124193,Sensitive
RPI1_E7,0.744063493,0.458943618,1.2366667,2.8940322,Sensitive
RPI1_E8,0.722517381,0.370943129,1.8188887,5.3466134,Sensitive
RPI1_E9,0.858362834,0.581482172,1.6534343,4.589838,Sensitive
RPI1_E10,0.593206146,0.474396096,1.3456569,5.555806,Sensitive
RPI1_E11,0.759998997,0.45459282,0.89272714,2.319355,Sensitive
RPI1_E12,0.665300484,0.526125109,1.6352527,6.7111287,Sensitive
RPI1_E13,0.727179477,0.422187927,2.8533335,6.43371,Sensitive
RPI1_E14,0.461161989,0.529137489,-0.027474642,3.7682257,Sensitive
RPI1_E15,0.598937819,0.363548993,2.067677,8.195,Sensitive
RPI1_E16,0.622038824,0.357452874,0.6117172,5.5119357,Sensitive
RPI1_E17,0.499095159,0.404612931,0.7672727,4.802742,Resistant
RPI1_E18,0.565535454,0.366633567,1.6222224,5.2419353,Sensitive
RPI1_E19,0.442922331,0.495432181,0.35949492,4.8251615,Sensitive
RPI1_E20,0.584555629,0.429425594,0.4307071,1.1580646,Sensitive
RPI1_E21,0.130533263,0.005596985,-0.007777778,-0.00032258,Resistant
RPI1_E22,0.614654936,0.379708706,1.2035353,4.67871,Sensitive
RPI1_E23,0.404053597,0.554631207,0.011717081,5.87129,Sensitive
RPI1_E24,0.741094736,0.398972588,0.97979796,2.5933871,Sensitive
RPI1_F1,0.712831963,0.53237391,0.8745456,3.033226,Sensitive
RPI1_F2,0.7186543,0.370876774,1.2672727,3.9162903,Sensitive
RPI1_F3,1.108874594,0.52620186,1.8440404,1.288871,Sensitive
RPI1_F4,0.404369562,0.334100822,-0.03939396,1.1896775,Sensitive
RPI1_F5,0.860321442,0.317569167,2.228081,3.7409675,Sensitive
RPI1_F6,0.862759265,0.442614565,1.0622221,1.9283872,Sensitive
RPI1_F7,0.509724263,0.468841615,0.15010095,2.4803226,Sensitive
RPI1_F8,0.61170443,0.477828808,0.42282844,2.100645,Sensitive
RPI1_F9,0.529585335,0.348489597,0.67969704,3.767097,Sensitive
RPI1_F10,0.424166207,0.337871665,0.14888883,3.9762897,Sensitive
RPI1_F11,0.747276709,0.343853681,2.2251515,2.8787098,Sensitive
RPI1_F12,0.413298155,0.55944395,0.6494949,5.937742,Sensitive
RPI1_F13,0.495020653,0.605351344,0.062424183,4.7888713,Sensitive
RPI1_F14,0.620343377,0.365043485,1.7165656,4.619677,Sensitive
RPI1_F16,0.627191204,0.577940596,0.31727278,2.4746773,Sensitive
RPI1_F17,0.495182414,0.338782598,1.1352525,1.7572579,Sensitive
RPI1_F18,0.484844846,0.397296958,0.4129293,6.0301614,Sensitive
RPI1_F19,0.684320721,0.436885467,0.90313125,2.5135486,Sensitive
RPI1_F20,0.732988662,0.407220262,1.3907073,3.5680652,Sensitive
RPI1_F21,0.639742082,0.507569633,1.1112121,3.1990325,Sensitive
RPI1_F22,0.578278859,0.608242296,0.61212134,3.8380644,Sensitive
RPI1_F23,0.403075168,0.506064533,-0.1403029,5.680806,Sensitive
RPI1_F24,0.789890288,0.495566237,2.0981817,2.1691935,Sensitive
RPI1_G1,0.671962678,0.520358685,0.8630302,3.5022578,Sensitive
RPI1_G2,0.583831326,0.373500653,0.8223233,5.6193547,Sensitive
RPI1_G3,0.661861735,0.497258625,0.9058585,3.098226,Sensitive
RPI1_G4,0.729549445,0.543077796,0.3813131,1.5587097,Sensitive
RPI1_G5,0.764064394,0.377866338,1.8951516,3.5025806,Sensitive
RPI1_G6,0.617386777,0.453321613,0.42525268,3.2998388,Sensitive
RPI1_G7,0.627707648,0.429401164,1.3208079,4.981452,Sensitive
RPI1_G8,0.53498986,0.471963081,0.55222225,3.3958066,Sensitive
RPI1_G9,0.446611688,0.499045928,0.00191921,0.7746775,Sensitive
RPI1_G10,0.763367669,0.336274023,1.9704039,3.0459678,Sensitive
RPI1_G11,0.694005774,0.317093863,1.48,4.0469356,Sensitive
RPI1_G12,0.656669624,0.376583167,0.5089898,3.8146775,Sensitive
RPI1_G13,1.054389105,0.427180837,1.3930302,1.592258,Sensitive
RPI1_G14,0.795761388,0.344957704,0.8873738,2.1862905,Sensitive
RPI1_G15,0.681708804,0.360887038,0.86686873,3.8190317,Sensitive
RPI1_G16,0.702471591,0.245626466,0.5583838,2.912097,Sensitive
RPI1_G17,0.766697959,0.4866161,1.3715153,4.0748386,Sensitive
RPI1_G18,0.549280078,0.357074295,0.45555568,2.833387,Sensitive
RPI1_G19,0.443494494,0.39337011,0.35808074,2.5635483,Sensitive
RPI1_G20,0.994385524,0.337584493,1.8945456,2.6937096,Sensitive
RPI1_G21,0.509539091,0.37673068,0.2634343,1.9079032,Sensitive
RPI1_G22,0.921608191,0.505682831,0.82606065,1.7587098,Sensitive
RPI1_G23,0.674086966,0.336205111,0.92696977,2.3614514,Sensitive
RPI1_G24,0.432929653,0.458613861,-0.105858564,2.9591935,Sensitive
RPI1_H1,0.464559338,0.484013069,0.02707076,2.435645,Sensitive
RPI1_H2,0.651514901,0.389366419,0.8926264,2.408226,Sensitive
RPI1_H3,0.772184174,0.530204053,1.1939394,3.3508065,Sensitive
RPI1_H4,0.491425245,0.47000098,-0.02808094,4.6058064,Sensitive
RPI1_H5,0.731701187,0.331199368,0.5262626,1.0933871,Sensitive
RPI1_H6,0.665530208,0.518164257,1.0753535,2.6641934,Sensitive
RPI1_H7,0.637936584,0.334683824,0.8275757,2.947258,Sensitive
RPI1_H8,0.558646283,0.646211988,0.4059595,1.7667742,Sensitive
RPI1_H9,0.660551039,0.393638115,0.64494956,2.2262905,Sensitive
RPI1_H10,0.775939168,0.49092297,0.69252527,2.068871,Sensitive
RPI1_H11,0.817041561,0.497885973,0.4968686,1.9543549,Sensitive
RPI1_H12,0.764427562,0.416852018,1.1575758,2.4104838,Sensitive
RPI1_H13,0.404024773,0.277832707,-0.22949481,2.563871,Sensitive
RPI1_H15,0.794694112,0.447270984,0.96939397,2.6732259,Sensitive
RPI1_H16,0.456137879,0.329967602,0.30858588,2.4191935,Sensitive
RPI1_H17,0.8538461,0.265378215,0.79969704,0.72322583,Sensitive
RPI1_H18,0.565407619,0.316062563,0.41484857,1.6362903,Sensitive
RPI1_H19,0.471376596,0.435244861,0.07666666,0.1546774,Resistant
RPI1_H20,0.447022315,0.421399513,0.16969705,2.375,Sensitive
RPI1_H21,0.92299521,0.428409794,0.9046465,0.9822581,Sensitive
RPI1_H22,0.67862703,0.387472666,0.92494965,4.517742,Sensitive
RPI1_H23,0.787133211,0.368501168,1.1157576,2.2174194,Sensitive
RPI1_H24,0.077864216,0.235670828,0.009696968,0.063548386,Resistant
RPI1_I1,0.496199572,0.322777914,-0.113636255,3.8375812,Sensitive
RPI1_I2,0.059625353,0.182531425,-0.012828283,0.10370968,Resistant
RPI1_I3,0.431726825,0.413414241,-0.2673738,5.867419,Sensitive
RPI1_I4,0.59121791,0.494287477,0.96000004,3.8051612,Sensitive
RPI1_I5,0.494881906,0.373201623,-0.09393942,2.0758064,Sensitive
RPI1_I6,0.638730742,0.70038904,2.7384853,12.14258,Sensitive
RPI1_I7,0.613789493,0.35376918,0.469697,2.801774,Sensitive
RPI1_I8,0.960643321,0.655980442,1.659394,2.7409678,Sensitive
RPI1_I9,0.250528803,0.278863729,0.017272726,0.09580645,Resistant
RPI1_I10,0.659459412,0.411334442,2.539899,5.5550003,Sensitive
RPI1_I11,0.48872863,0.418988674,1.1696968,5.278226,Sensitive
RPI1_I12,0.627307046,0.552820247,0.72030306,2.4288712,Sensitive
RPI1_I13,0.695241787,0.312703497,1.6258585,2.727097,Sensitive
RPI1_I14,0.719879946,0.257594739,1.9853532,3.8391933,Sensitive
RPI1_I15,0.650148606,0.440238428,0.78474736,2.1901615,Sensitive
RPI1_I16,0.592470676,0.476028546,3.9422226,10.747419,Sensitive
RPI1_I17,0.731119024,0.32611675,2.8144443,2.6740324,Sensitive
RPI1_I18,0.555704004,0.568830271,1.4277778,5.9554844,Sensitive
RPI1_I19,0.765795654,0.370699694,1.6338384,4.766774,Sensitive
RPI1_I20,0.542506759,0.605214221,0.9518182,4.1701612,Sensitive
RPI1_I21,0.491132965,0.335112045,1.4202021,1.9769356,Sensitive
RPI1_I22,0.81673948,0.513123549,1.0395958,2.6769354,Sensitive
RPI1_I23,0.629386682,0.299117431,1.3802023,7.0411286,Sensitive
RPI1_I24,0.929389706,0.136022778,1.1346464,1.0825807,Sensitive
RPI1_J1,0.879777841,0.492772854,0.9555557,3.7114518,Sensitive
RPI1_J2,0.871362309,0.519032554,0.64040405,2.100645,Sensitive
RPI1_J3,0.909725418,0.366322658,1.241212,2.0269353,Sensitive
RPI1_J4,0.566325844,0.507487916,0.13606061,0.30951613,Sensitive
RPI1_J5,0.678718051,0.426540467,0.6708081,3.8162906,Sensitive
RPI1_J6,0.877656322,0.489611471,1.6048484,1.4811289,Sensitive
RPI1_J7,0.827522023,0.158762506,0.5836364,1.8491936,Sensitive
RPI1_J8,0.92854574,0.310314151,2.170707,3.3187099,Sensitive
RPI1_J9,0.597507205,0.548492148,0.8288889,3.140645,Sensitive
RPI1_J10,0.890597654,0.395019762,2.5268686,1.8858066,Sensitive
RPI1_J11,0.672008839,0.403026529,0.49868703,3.3795161,Sensitive
RPI1_J12,0.712189714,0.660978701,0.5312121,1.6761291,Sensitive
RPI1_J13,0.843754569,0.141332945,3.381414,1.3885486,Sensitive
RPI1_J14,0.652290618,0.525753261,0.840202,4.2262907,Sensitive
RPI1_J15,0.794900155,0.333509883,0.9622222,2.012742,Sensitive
RPI1_J16,0.866433554,0.386482631,2.2749498,2.6056452,Sensitive
RPI1_J18,0.438788602,0.345062894,-0.2160604,5.25371,Sensitive
RPI1_J19,0.432659753,0.321725597,0.54333335,1.9588709,Sensitive
RPI1_J20,0.503099663,0.412545246,0.7668686,1.9962904,Sensitive
RPI1_J21,1.039083499,0.518128892,1.961313,2.37,Sensitive
RPI1_J22,0.607874891,0.531767404,1.1866666,3.25629,Sensitive
RPI1_J23,0.653104057,0.502570649,0.6079798,1.2870967,Sensitive
RPI1_J24,0.530820287,0.509452729,0.115858555,1.7685485,Sensitive
RPI1_K1,0.552126354,0.437910591,-0.025151491,5.505323,Sensitive
RPI1_K2,0.864089175,0.337121179,0.8934343,1.5925807,Sensitive
RPI1_K3,0.827165339,0.327809332,0.73555565,1.5962903,Sensitive
RPI1_K4,0.486151255,0.344573133,1.139495,1.1033871,Sensitive
RPI1_K7,0.975243278,0.315558233,0.74636364,0.983871,Sensitive
RPI1_K8,0.605916864,0.483013995,0.5762627,3.0524194,Sensitive
RPI1_K9,0.601241495,0.287804154,0.5326263,1.1475806,Sensitive
RPI1_K10,0.585709268,0.317619025,0.21232322,0.4212903,Sensitive
RPI1_K11,0.876187596,0.274505235,0.5533334,2.026613,Sensitive
RPI1_K12,0.730852609,0.362023145,0.909394,2.3522582,Sensitive
RPI1_K13,0.777126295,0.461073633,1.7750505,2.9340322,Sensitive
RPI1_K14,0.390359787,0.015384491,0.049696967,0.023709677,Sensitive
RPI1_K15,0.794396845,0.392900539,1.1916162,1.9490322,Sensitive
RPI1_K18,0.714704194,0.241147489,0.36898994,1.7901614,Sensitive
RPI1_K20,0.684090698,0.555453065,1.2431314,4.599677,Sensitive
RPI1_K21,0.479940472,0.485620239,0.25919175,5.086613,Sensitive
RPI1_K22,0.723343879,0.368672175,1.6965656,2.418871,Sensitive
RPI1_K23,0.509028447,0.550557068,-0.089292884,3.0896776,Sensitive
RPI1_K24,0.746784302,0.320865657,0.40454555,1.9229031,Sensitive
RPI1_L1,0.918001751,0.390566341,1.0998989,1.4725808,Sensitive
RPI1_L2,0.405055355,0.690721938,-0.097373724,1.1891935,Sensitive
RPI1_L3,0.873666374,0.458613942,1.7936364,0.6859678,Sensitive
RPI1_L4,0.529225686,0.471601398,0.24666667,4.6466126,Sensitive
RPI1_L5,0.405954286,0.743111835,-0.114949465,7.161613,Sensitive
RPI1_L6,0.776727874,0.383273577,0.82212114,1.6409676,Sensitive
RPI1_L8,0.760864581,0.440131815,0.5823232,2.183226,Sensitive
RPI1_L9,0.560898219,0.484703892,0.3183838,1.6653225,Sensitive
RPI1_L10,0.479702925,0.395865831,0.0870707,1.7122581,Sensitive
RPI1_L11,0.823654795,0.331156876,0.6257576,1.601129,Sensitive
RPI1_L12,0.666542206,0.306366097,0.4225254,3.1399999,Sensitive
RPI1_L13,0.527952143,0.445137949,0.1788888,3.2029033,Sensitive
RPI1_L14,1.048286878,0.250931719,1.8502018,3.2858064,Sensitive
RPI1_L17,0.508846351,0.578097462,0.21545458,4.070323,Sensitive
RPI1_L18,0.673055907,0.619817037,0.6148485,1.6612903,Sensitive
RPI1_L19,0.574314067,0.491898112,0.08313131,4.398387,Sensitive
RPI1_L20,0.889101394,0.323611896,0.90040404,1.5003226,Sensitive
RPI1_L22,0.392912267,0.617003973,0.01939392,1.3574195,Sensitive
RPI1_L23,0.725698003,0.295293457,0.909798,2.6467743,Sensitive
RPI1_L24,0.567078095,0.401124808,0.03777778,1.8212904,Sensitive
RPI1_M1,-0.107484194,1.113187881,-1.7376769,19.040806,Resistant
RPI1_M2,-0.203544427,1.006976579,-2.640606,13.776129,Resistant
RPI1_M3,-0.277458118,1.009001468,-3.4472725,18.410805,Resistant
RPI1_M4,-0.180244865,1.077803847,-3.399394,16.5,Resistant
RPI1_M5,-0.167288091,1.056459668,-2.739192,15.798548,Resistant
RPI1_M6,-0.068439316,0.877625435,-2.7669697,15.049517,Resistant
RPI1_M7,-0.191677914,1.143662902,-2.0089898,10.258387,Resistant
RPI1_M8,-0.215301103,1.051348452,-2.1366668,10.968065,Resistant
RPI1_M9,-0.122795283,1.089412563,-1.4375758,9.975967,Resistant
RPI1_M10,-0.213349896,1.02289605,-3.129697,15.318709,Resistant
RPI1_M11,-0.15930099,1.072633221,-2.3344445,12.314838,Resistant
RPI1_M12,0.528638365,0.215495319,0.019797979,0.08741935,Resistant
RPI1_M13,-0.043019994,1.07956466,-2.233838,16.709839,Resistant
RPI1_M15,-0.25301382,1.07198668,-2.968182,16.475,Resistant
RPI1_M16,-0.142360709,0.985637202,-4.0235353,17.804195,Resistant
RPI1_M18,-0.181349886,1.1103014,-4.0648484,26.25613,Resistant
RPI1_M19,-0.17268844,1.11250195,-3.1740403,18.223549,Resistant
RPI1_M20,-0.242723356,1.118569568,-3.039091,18.228226,Resistant
RPI1_M21,-0.205451699,0.917277102,-1.6117172,8.081129,Resistant
RPI1_M22,0.05404922,0.889798382,-1.71899,9.678387,Resistant
RPI1_M23,-0.236245679,1.153050657,-1.5224242,9.546129,Resistant
RPI1_M24,-0.221132449,1.140395269,-2.8355556,13.263709,Resistant
RPI1_N1,-0.129057497,0.874693545,-1.8498989,8.533226,Resistant
RPI1_N2,-0.036316743,1.048957166,-1.7697978,19.33871,Resistant
RPI1_N3,-0.196278025,1.158803288,-2.1760604,12.556452,Resistant
RPI1_N4,-0.0840811,0.920657529,-1.6868687,8.986612,Resistant
RPI1_N5,0.0072259,0.831916828,-3.3169694,15.559354,Resistant
RPI1_N6,0.015348769,1.050749496,-2.6089897,17.393064,Resistant
RPI1_N7,-0.23944553,1.184334361,-2.6543434,14.94516,Resistant
RPI1_N8,-0.08575843,0.920164671,-1.66101,6.623387,Resistant
RPI1_N9,-0.174964481,1.12567799,-2.7144444,17.104033,Resistant
RPI1_N10,-0.124736071,1.032178013,-1.7056566,8.6459675,Resistant
RPI1_N11,-0.191013741,1.149157673,-2.7627273,14.6529045,Resistant
RPI1_N13,-0.136281091,0.961832589,-2.2433333,14.592903,Resistant
RPI1_N14,-0.059322144,1.151872762,-1.9072727,12.589031,Resistant
RPI1_N15,0.313950174,0.949675886,0.004040405,0.59435487,Resistant
RPI1_N16,-0.008151093,1.067076053,-2.0957575,16.118065,Resistant
RPI1_N17,-0.002803725,1.015661764,-1.3460605,10.488871,Resistant
RPI1_N18,0.007251071,1.129566824,-2.5668688,19.86,Resistant
RPI1_N19,-0.104648123,1.180782555,-1.849293,10.356452,Resistant
RPI1_N20,-0.005764315,0.996925745,-3.269596,22.858227,Resistant
RPI1_N21,-0.057094751,1.153233767,-1.3574748,7.766452,Resistant
RPI1_N22,-0.235051074,0.98609225,-1.92,11.594355,Resistant
RPI1_N23,-0.18185374,1.117603256,-2.5673738,12.817097,Resistant
RPI1_N24,-0.095887461,1.023520389,-1.2379799,8.335,Resistant
RPI1_O1,-0.165064893,1.083041561,-2.571515,13.429194,Resistant
RPI1_O2,-0.109850864,0.972203673,-2.2344444,11.3403225,Resistant
RPI1_O3,-0.148306053,0.664687179,-0.027979799,0.15564516,Resistant
RPI1_O4,-0.208585172,1.117091444,-2.5228283,14.49,Resistant
RPI1_O5,-0.182698348,0.932240007,-3.3139396,12.94871,Resistant
RPI1_O6,-0.114298222,1.043273514,-2.957576,21.584677,Resistant
RPI1_O7,-0.261810598,1.072249835,-5.850606,28.874355,Resistant
RPI1_O8,-0.174236752,0.910711929,-2.0526261,8.5014515,Resistant
RPI1_O9,0.121076365,0.956538989,-1.6273738,8.559839,Resistant
RPI1_O10,-0.275257789,1.087939401,-1.8649496,10.593064,Resistant
RPI1_O11,-0.270879636,1.125385391,-2.0861616,11.674355,Resistant
RPI1_O12,-0.129940436,0.864330015,-1.809596,8.036613,Resistant
RPI1_O13,-0.265140762,0.96662227,-1.6330303,8.52387,Resistant
RPI1_O14,-0.213713695,0.973998582,-1.6548486,9.29129,Resistant
RPI1_O15,-0.287947629,1.044421979,-2.331212,11.517742,Resistant
RPI1_O16,-0.127275855,0.932503183,-2.9955554,12.545967,Resistant
RPI1_O17,-0.062951433,1.063296251,-2.2874746,12.25742,Resistant
RPI1_O18,-0.253210741,0.974648816,-3.307374,13.738548,Resistant
RPI1_O19,-0.209975878,1.155947134,-2.340101,14.63484,Resistant
RPI1_O20,-0.052341451,0.918928898,-3.767576,20.748226,Resistant
RPI1_O21,-0.070122434,0.903968322,-2.1515152,11.101774,Resistant
RPI1_O22,0.246463412,0.424937609,0.02212121,0.17903227,Resistant
RPI1_O24,0.024048338,0.872932462,-0.14383839,1.3106451,Sensitive
RPI1_P3,-0.118436343,0.950115178,-1.5060605,7.182903,Resistant
RPI1_P4,0.210026319,0.328265557,-0.002727274,0.07548387,Resistant
RPI1_P5,-0.248501744,1.131279306,-2.19798,10.585322,Resistant
RPI1_P6,0.140135004,0.097618986,-0.033030305,0.05145161,Sensitive
RPI1_P7,0.21904383,0.73133565,-0.05575758,0.31854838,Resistant
RPI1_P8,-0.13727537,0.872449521,-1.8466668,6.8567743,Resistant
RPI1_P9,-0.174455552,1.062731352,-1.1123233,5.387258,Resistant
RPI1_P10,-0.219243847,1.074474557,-1.9965656,11.009032,Resistant
RPI1_P12,-0.197538355,1.041501564,-2.9064646,14.661129,Resistant
RPI1_P13,-0.052840443,0.23152411,-0.002727274,0.0717742,Resistant
RPI1_P14,-0.142071875,1.06671239,-1.7926261,9.989194,Resistant
RPI1_P15,-0.188014612,0.988014698,-2.5792933,12.524355,Resistant
RPI1_P16,-0.173901081,0.911295831,-2.1868687,9.078548,Resistant
RPI1_P17,-0.039030594,1.10308696,-1.6472728,7.205162,Resistant
RPI1_P18,-0.201858378,0.975610483,-1.0574749,5.7895164,Resistant
RPI1_P19,-0.279845593,0.971074994,-1.930606,8.082258,Resistant
RPI1_P20,-0.193194653,1.043760773,-1.0950506,4.520161,Resistant
RPI1_P22,-0.056976087,0.909215985,-0.97,3.9874194,Resistant
RPI3_A3,-0.102641366,1.057736485,-1.9444444,12.795,Resistant
RPI3_A4,-0.247653605,1.204449465,-2.4705052,15.469517,Resistant
RPI3_A5,-0.15240695,0.959238353,-1.5648485,7.6883874,Resistant
RPI3_A6,-0.261537418,1.227827398,-2.26202,14.875806,Resistant
RPI3_A7,-0.095243233,1.159274884,-1.1975758,7.31629,Resistant
RPI3_A8,-0.271080683,1.328409891,-2.1881819,13.500806,Resistant
RPI3_A9,-0.098112382,1.266939824,-0.9415151,7.031452,Resistant
RPI3_A10,-0.271549808,1.095388654,-4.5185857,22.921936,Resistant
RPI3_A11,-0.103208372,1.172631907,-1.8159597,10.809839,Resistant
RPI3_A12,-0.223530581,1.161930681,-2.0458586,12.425484,Resistant
RPI3_A13,-0.133707869,1.198330779,-1.6155555,10.30242,Resistant
RPI3_A14,-0.225558376,1.138690196,-1.9328283,12.313387,Resistant
RPI3_A15,-0.117447088,0.959744604,-0.92838377,6.818226,Resistant
RPI3_A16,-0.122121285,1.147423502,-1.319394,8.506774,Resistant
RPI3_A18,-0.292811572,1.014864331,-2.1932325,10.955645,Resistant
RPI3_A19,-0.361194031,1.192449155,-1.1844444,6.679355,Resistant
RPI3_A20,-0.225537604,1.094138372,-3.020101,13.927097,Resistant
RPI3_A21,-0.241179374,1.134422402,-1.739091,10.002258,Resistant
